,user_id,user_url,last_edited,item_id,helpful,recommend,review,fecha
1171,76561198046094676,http://steamcommunity.com/profiles/76561198046094676,,17700,No ratings yet,True,possibly one of the most fun arcade first person shooters ever made,2013-08-20
1172,76561198046094676,http://steamcommunity.com/profiles/76561198046094676,,25890,No ratings yet,True,"If you are into strategy, then buy this game, it is a simple as that",2013-03-25
1177,Vladimirputinisgreatman,http://steamcommunity.com/id/Vladimirputinisgreatman,,8930,No ratings yet,True,Great game,2015-10-08
1178,Br0wni3,http://steamcommunity.com/id/Br0wni3,,730,1 of 1 people (100%) found this review helpful,True,is really good game but toxic community,2015-12-18
1180,76561198093381429,http://steamcommunity.com/profiles/76561198093381429,,200210,9 of 15 people (60%) found this review helpful,True,"If you are a person who does not like to lose everything from the slightest mistake or just a ♥♥♥♥♥♥♥♥ move, this is not the game for you.........In a lovely open 8-bit game where you could think things are easy then you find a path then a grenade happy medusa comes out of no where to kill you, then the biggest thing happens........ you start over again.                                     Think before playing this game and be familliar with W-S-A-D movement......ENJOY!",2015-01-08
1181,76561198110065267,http://steamcommunity.com/profiles/76561198110065267,,10090,1 of 1 people (100%) found this review helpful,True,Nice Game 9/10,2015-03-05
1183,76561198059167106,http://steamcommunity.com/profiles/76561198059167106,,41300,No ratings yet,True,Tis game is great,2014-12-12
1184,76561198105270589,http://steamcommunity.com/profiles/76561198105270589,,268750,2 of 4 people (50%) found this review helpful,True,i LIKE IT,2014-10-18
1185,76561198105270589,http://steamcommunity.com/profiles/76561198105270589,,304930,1 of 2 people (50%) found this review helpful,True,best zombie game i have played,2014-07-10
1186,76561198105270589,http://steamcommunity.com/profiles/76561198105270589,,4000,0 of 1 people (0%) found this review helpful,True,ONE OF THE BEST ♥♥♥♥ING GAMES I HAVE EVER PLAYED,2015-07-17
1187,76561198105270589,http://steamcommunity.com/profiles/76561198105270589,,440,No ratings yet,True,this is one of the best games i have played it is fun,2015-04-18
1188,Trutle,http://steamcommunity.com/id/Trutle,,291550,1 of 3 people (33%) found this review helpful,True,this is a amazing gae but it does have quiet a few issues 1.next to no diffrent charcerters2. the online is ♥♥♥♥♥ 3. and no resalution opitons,2014-11-28
1189,Trutle,http://steamcommunity.com/id/Trutle,,224760,No ratings yet,True,fez's are cool 10/10,2014-06-21
1190,Trutle,http://steamcommunity.com/id/Trutle,,219640,No ratings yet,True,it fun,2014-04-21
1191,BugsyBro,http://steamcommunity.com/id/BugsyBro,,322910,8 of 9 people (89%) found this review helpful,True,"at the time of this review it's only early access, Has two current mods, the classic (which is reskinned chess) and then regicide mode which is really fun, I love chess and it adds a whole new level to the game. The fact you have abilities and stats for each unit (Orks being more offensive, while Space marines defensive.) and being able to attack pieces at range / if they are a terminator or assault marine they can melee adjacent units. I found some of my strategies failed because they would be bombarded by units. If this was the final game I admit I would be unimpressed but the fact there are plenty of other modes coming and a campaign and more. I think its worth it. But.... if you strongly hate chess then I wouldnt recommend",2015-05-05
1192,BugsyBro,http://steamcommunity.com/id/BugsyBro,,6060,3 of 3 people (100%) found this review helpful,True,Buy itDownload itDownload GamerangerPlay on gameranger.Have tons of funImo better then the new one.,2015-12-23
1193,BugsyBro,http://steamcommunity.com/id/BugsyBro,,291480,2 of 2 people (100%) found this review helpful,False,"Okay, maybe I have not played this much and I enjoyed it for a bit as a fun game...However the glitches, lag, micro transactions all add up to make it a HORRIBLE game.I played one mission (Gridlock I think) where half the AI opponents would just walk mindlessly against the wall wrecking the mission.I encountered a hacker in the first 5 minutes of multiplayer which ruined that side of it to. Not to mention its current inactivity of servers.... I WONDER WHY? its a horrible game in general, there are so many better games out there.Also I do not know this for sure but the menu looks like its stolen off Blacklight: Retribution which I would rather go into and spend hours apon hours on if it was a choice between the two.However for the time I didnt experience those issues it was a fun game... Until I noticed that there is nothing left to do after the missions other then mindless pvp that is ruined by what was mentioned above.",2014-07-03
1196,BugsyBro,http://steamcommunity.com/id/BugsyBro,,4000,No ratings yet,True,If you have steam and you dont have this... then you need to get it.,2014-06-29
1199,76561198074561346,http://steamcommunity.com/profiles/76561198074561346,,274940,3 of 4 people (75%) found this review helpful,True,This game is awesome fun and its unlike any other shooter out there.,2014-12-19
1201,76561198074561346,http://steamcommunity.com/profiles/76561198074561346,"Last edited July 12, 2014.",8980,1 of 1 people (100%) found this review helpful,True,"An amazing FPS with lots of great customizations, abilities and guns.",2013-12-24
1202,76561198074561346,http://steamcommunity.com/profiles/76561198074561346,"Last edited July 12, 2014.",730,2 of 4 people (50%) found this review helpful,True,Awesome fun and really competitive.,2014-02-28
1203,76561198074561346,http://steamcommunity.com/profiles/76561198074561346,,266840,1 of 3 people (33%) found this review helpful,True,"Just like the old one, but with good servers.",2015-05-16
1204,76561198074561346,http://steamcommunity.com/profiles/76561198074561346,,344760,0 of 1 people (0%) found this review helpful,True,"Awesome game, the feature of having a king taxing other players is amazing. Meeting up with friends and building bases is good as, and it feels really satisfying to get new gear. The only bad thing is it crashes like 3 times an hour, but it is alpha so ye.",2015-06-19
1205,76561198074561346,http://steamcommunity.com/profiles/76561198074561346,"Last edited December 22, 2013.",72850,0 of 1 people (0%) found this review helpful,True,Just amazing!!!!,2013-10-14
1206,76561198074561346,http://steamcommunity.com/profiles/76561198074561346,,440,No ratings yet,True,Sooooooooooooo much FUN! And its FREE!,2013-06-09
1207,76561198094074209,http://steamcommunity.com/profiles/76561198094074209,,246620,0 of 4 people (0%) found this review helpful,True,Infected BunnY Rip,2015-12-01
1208,76561198094074209,http://steamcommunity.com/profiles/76561198094074209,"Last edited November 25, 2013.",226700,3 of 11 people (27%) found this review helpful,True,Good Game PVP and PVE and  survivor game find item shoot human and more,2013-11-04
1209,76561198094074209,http://steamcommunity.com/profiles/76561198094074209,"Last edited December 29, 2015.",393420,No ratings yet,True,i like this game But there is ton of bug now so don't be surprise,2015-12-18
1212,76561198087011672,http://steamcommunity.com/profiles/76561198087011672,,208090,No ratings yet,True,"Awesome game, I highly recommend this game for anybody that are fans of TF2 type gameplay, And my favourite feature, customisable guns!",2014-02-16
1213,busternut,http://steamcommunity.com/id/busternut,,237870,0 of 1 people (0%) found this review helpful,True,"Mint m8, just ♥♥♥♥ing perfect.",2015-12-27
1214,busternut,http://steamcommunity.com/id/busternut,,224540,0 of 2 people (0%) found this review helpful,True,awesome,2013-12-24
1216,busternut,http://steamcommunity.com/id/busternut,,248570,No ratings yet,True,very fun and very cool,2014-09-28
1217,busternut,http://steamcommunity.com/id/busternut,,12120,No ratings yet,True,good game,2014-06-22
1218,76561198075981950,http://steamcommunity.com/profiles/76561198075981950,,221100,0 of 3 people (0%) found this review helpful,True,BDSM is cool,2015-08-26
1219,76561198075981950,http://steamcommunity.com/profiles/76561198075981950,,570,No ratings yet,True,(y),2015-06-12
1220,Butteryyy,http://steamcommunity.com/id/Butteryyy,,1840,No ratings yet,True,Looks really cool I wish it worked seen some good stuff!,2013-12-11
1221,76561198079326390,http://steamcommunity.com/profiles/76561198079326390,,105600,1 of 1 people (100%) found this review helpful,True,I highly reccommend this game.,2014-12-16
1222,76561198079326390,http://steamcommunity.com/profiles/76561198079326390,Last edited June 16.,301520,No ratings yet,False,"The game started off as awesome. I can remember the times when you progress into new teirs and levels, unlocking different armours, weapons, and utilities. This was great fun up to this point - until alll of a sudden - the updates happened. The diversity of different tiers and levels, dissapeared - the uniqueness of designs, gone - The all-round game play, terrible.What made this game so bad in the end, was the fact that they decided to take all the hard work, grinding, and time off all the users, and just deleted it. Sent everyone back to an abysmal tech tree which made a level 100 and a level 1 the same sturdiness (armour wise). And the devs didnt even refund those who lost their hard earned robots.The development team needs to recognise that what they are/have done has turned a great oppurtunity into a train wreck. This CAN CLEARLY BE SEEN IN REVIEWS. Unless drastic restorations to the game are conducted. YOU WILL NOT ENJOY THIS GAME.",2015-05-11
